City,Population,State,Latitude,Longitude,Cost of Living,min_distance,pop_norm,col_norm,dist_norm,cost_score,prox_score,demand_score,final_score
Pune,3124458,Maharashtra,18.9068356,75.6741579,148.6,0.0,0.2449537321285651,0.5923076923076922,0.0,0.4076923076923078,1.0,0.2449537321285651,0.5040153276027441
Nellore,600869,Andhra Pradesh,15.9240905,80.1863809,102.6,0.0,0.0404630863036777,0.0868131868131867,0.0,0.9131868131868132,1.0,0.0404630863036777,0.5028689057892015
Ujjain,515215,Madhya Pradesh,23.8143419,77.5340719,101.2,0.0,0.0335223991404808,0.0714285714285714,0.0,0.9285714285714286,1.0,0.0335223991404808,0.5024754852845261
Ajmer,542580,Rajasthan,26.8105777,73.7684549,101.8,0.0,0.0357398309500972,0.0780219780219779,0.0,0.921978021978022,1.0,0.0357398309500972,0.502265519870653
Erode,498129,Tamil Nadu,10.9094334,78.3665347,101.4,0.0,0.0321378919269194,0.0736263736263738,0.0,0.9263736263736262,1.0,0.0321378919269194,0.5013436712381849
Malegaon,471006,Maharashtra,18.9068356,75.6741579,101.6,0.0,0.0299400697828586,0.0758241758241757,0.0,0.9241758241758242,1.0,0.0299400697828586,0.4998051997265941
Nanded,550564,Maharashtra,18.9068356,75.6741579,103.1,0.0,0.0363867878500781,0.0923076923076922,0.0,0.9076923076923078,1.0,0.0363867878500781,0.4997318554635006
Kurnool,430214,Andhra Pradesh,15.9240905,80.1863809,101.1,0.0,0.0266346256616135,0.0703296703296703,0.0,0.9296703296703296,1.0,0.0266346256616135,0.4992513787648727
Jalgaon,460468,Maharashtra,18.9068356,75.6741579,102.3,0.0,0.0290861579827585,0.0835164835164834,0.0,0.9164835164835166,1.0,0.0290861579827585,0.4978397822880825
Dhule,376093,Maharashtra,18.9068356,75.6741579,100.9,0.0,0.0222491103329729,0.0681318681318681,0.0,0.931868131868132,1.0,0.0222491103329729,0.4974981815401128
Bhilai,625697,Chhattisgarh,21.6637359,81.8406351,105.7,0.0,0.0424749407516644,0.1208791208791209,0.0,0.8791208791208791,1.0,0.0424749407516644,0.497061646200008
Tirunelveli,473637,Tamil Nadu,10.9094334,78.3665347,102.9,0.0,0.0301532641220181,0.0901098901098902,0.0,0.9098901098901098,1.0,0.0301532641220181,0.497054654039031
Latur,382754,Maharashtra,18.9068356,75.6741579,101.8,0.0,0.0227888623258051,0.0780219780219779,0.0,0.921978021978022,1.0,0.0227888623258051,0.495790035558507
Akola,425817,Maharashtra,18.9068356,75.6741579,102.7,0.0,0.026278329382904,0.087912087912088,0.0,0.912087912087912,1.0,0.026278329382904,0.4955567471090344
